"cliente","documento","pagado","importe"
84623,"R96835777",0,1310
84623,"H47305193",0,867
84623,"U72300123",1,536
84623,"D11914186",1,975
82273,"T42706098",1,1671
82273,"G92347330",1,1040
82273,"S98621059",1,207
82273,"Q74631945",0,1705
82273,"D88757163",0,405
82273,"J28395625",0,813
82273,"A13794473",1,382
82273,"H30720687",0,376
82273,"R71907460",0,1195
82273,"U38074265",0,2227
82273,"G00993613",0,1701
82273,"Y78671239",0,1325
82273,"X63655850",0,1356
82273,"K75235081",0,1487
82273,"M01427544",0,2080
82273,"A00719612",0,840
82273,"N47959993",0,783
82273,"K28038246",0,1556
82273,"R10919479",1,194
82273,"P19781298",1,1011
51195,"E89950894",1,1566
51195,"O43158791",1,1894
51195,"N45473035",0,1861
51195,"A16689256",1,1841
51195,"K03046910",1,638
51195,"C21207722",1,832
51195,"R84145961",0,1762
51195,"E85765345",1,1737
51195,"A46741628",1,1723
51195,"J18694981",0,212
51195,"T10498166",0,1277
51195,"M26635162",0,258
51195,"N66254496",1,756
51195,"S61069588",1,77
51195,"V25082835",0,1582
51195,"L48581182",1,232
51195,"F69903825",0,248
51195,"X15081727",0,1582
51195,"V33153981",1,644
51195,"E54716862",1,2028
63269,"E84363498",0,711
63269,"X29523287",0,773
63269,"E69117652",1,806
63269,"T55062855",1,1288
69136,"I20945947",0,2151
69136,"Q06006195",0,1566
69136,"K36867405",1,2150
69136,"N17454405",0,201
69136,"S17469985",1,718
69136,"R98810696",0,724
69136,"O97357724",1,904
69136,"O93224315",1,47
69136,"B19682471",0,1359
69136,"E66877975",1,1240
69136,"N27127038",1,1574
69136,"V38213187",0,964
69136,"E12537872",1,398
69136,"G96667095",0,2224
69136,"H21452002",0,1329
69136,"F26657239",1,1231
69136,"T33401096",0,1479
69136,"A52137888",0,1465
69136,"J53321750",1,570
69136,"N11973256",1,1289
41753,"V61590327",0,1054
41753,"P70992939",1,634
41753,"O53364055",0,1092
41753,"B71463020",1,2103
41753,"P22012027",1,2106
41753,"V32403296",1,47
41753,"E53185858",0,1827
41753,"Z13864554",0,1007
41753,"H50454359",0,914
41753,"J59953082",1,1945
41753,"U45904973",1,863
81784,"Z47461226",1,649
81784,"T31269034",0,2296
81784,"E47641782",0,103
81784,"W93514548",1,365
81784,"X37208017",1,2116
81784,"B11814691",1,1200
81784,"E49885458",1,999
81784,"J58050793",1,97
81784,"X98824146",1,1092
81784,"Z47813973",1,847
81784,"C41937394",0,881
81784,"M45845484",1,1104
81784,"U34253373",0,495
81784,"N04059292",1,1928
81784,"Y30474039",1,987
81784,"P53459038",0,2029
81784,"A31425004",0,2152
81784,"H43410081",1,388
81784,"T93576450",1,2188
78544,"B82610284",0,1053
78544,"Y64247473",0,1527
78544,"Z85001794",0,542
78544,"K24464956",0,215
78544,"A21349210",1,473
78544,"H61125395",0,1347
78544,"Z95250352",0,1196
78544,"U88096071",0,1735
78544,"B50081241",0,1681
78544,"J20421684",0,621
78544,"U82541595",1,1113
78544,"Y22349213",1,2180
20402,"I12489238",0,525
20402,"N22359171",0,1671
20402,"N43494190",0,913
20402,"X50169274",0,1969
20402,"C28513748",1,884
20402,"I18058924",1,742
59092,"Q24806906",1,2133
59092,"Z55584599",1,966
59092,"I04950437",0,523
59092,"C67078645",0,1464
59092,"S08395597",1,52
59092,"J96123903",1,1396
59092,"Z38667149",0,47
59092,"Y22127359",1,23
59092,"O32113431",0,1922
59092,"K14953082",1,1253
59092,"D39648868",0,72
59092,"H74111538",0,1807
59092,"H51745196",0,1635
59092,"G76615230",0,1833
59092,"K63276369",1,1897
59092,"U06013284",1,797
15930,"Y19271764",0,1529
15930,"V88530607",0,1502
15930,"X64227787",0,545
15930,"D92120740",0,64
15930,"Q70298315",1,479
15930,"K08796436",1,1160
27994,"D66152091",0,580
27994,"F56275452",0,806
27994,"S29849606",0,2173
27994,"J39601374",0,1109
27994,"K56671562",1,932
27994,"T80444563",0,1239
27994,"M93050061",1,1128
27994,"I44005104",1,1046
27994,"Y04663107",0,1822
27994,"B72715388",0,1609
27994,"R61906659",1,762
27994,"H13031618",1,197
21351,"F81108935",0,59
21351,"E62776758",0,2230
21351,"X91524342",1,1166
21351,"Y59598857",1,986
35533,"Y55471679",0,2246
35533,"G22686450",0,287
35533,"B31412689",1,2260
35533,"K77686263",1,1906
60515,"O08299646",1,814
60515,"V97238108",1,1776
60515,"P00411932",1,70
60515,"I77601272",0,1025
60515,"M57997156",1,222
60515,"V37958212",0,1728
60515,"M16375660",0,42
60515,"N80562664",0,1053
60515,"W57151627",1,1270
60515,"V62037263",1,770
60515,"X85668277",1,714
60515,"I81939409",0,1076
60515,"N55393388",0,2301
60515,"Z78205623",1,1714
60515,"C96007212",1,1948
19081,"D76308059",1,289
19081,"A20164239",0,357
19081,"M74723719",0,1733
19081,"E74730855",1,920
19081,"O70297989",1,165
19081,"S18745602",0,753
19081,"S60526753",0,707
19081,"F32361824",0,2032
19081,"U29104477",1,1796
19081,"M43933543",1,383
36569,"X18552982",1,1728
36569,"S75958447",0,1807
36569,"J48590431",0,217
36569,"V50426482",1,1601
36569,"T02564168",1,762
69181,"Y06664272",0,2167
69181,"P28389561",0,2341
69181,"T31576382",1,505
69181,"S49362789",1,1082
69181,"Y12229662",1,1734
69181,"G00324676",0,726
69181,"Z88453523",0,1477
69181,"N24345445",0,717
69181,"M16545692",0,1493
69181,"V47005454",1,1724
69181,"Z07656881",1,1137
69181,"A82239887",0,536
69181,"W01654471",0,1806
69181,"I48207813",1,430
69181,"S08186323",1,2233
10091,"R32328296",1,1651
10091,"L73121602",1,2055
10091,"J50021998",0,1421
10091,"Y22096917",0,755
10091,"W93690884",1,1797
10091,"L96852204",1,70
10091,"V08664587",1,98
10091,"Z74268454",1,1102
10091,"S26305648",1,2227
10091,"J92327417",0,2200
10091,"Z58332952",0,2281
10091,"Y48557190",1,1556
10091,"X20915606",1,1742
10091,"Y09769029",1,1200
10091,"A88571176",0,1506
10091,"W01132006",0,233
10091,"J21076150",0,116
10091,"V81940737",1,528
10091,"U98393069",1,462
33109,"K46120026",0,2327
33109,"N08406317",0,1280
33109,"M08264768",0,1279
33109,"E21625702",0,1940
33109,"C91803593",1,923
33109,"S67946277",0,118
33109,"A37229781",1,1540
33109,"V40112055",0,1908
33109,"X88300280",1,1041
33109,"Z24596862",0,1912
33109,"K32472418",0,2319
33109,"W36081906",0,553
33109,"W73990894",1,1627
33109,"T71138607",1,1224
49880,"J21066688",0,23
49880,"W49321923",0,552
49880,"P88669203",1,143
49880,"P51881849",1,1218
63424,"O60266556",1,1444
63424,"W53339247",1,1361
63424,"Z84393849",1,460
63424,"P80209830",0,2036
63424,"X39685190",0,741
63424,"O63948357",0,1750
63424,"J10325194",1,1121
63424,"K50123046",1,2086
59399,"Y49445097",1,1425
59399,"Y71360204",0,502
59399,"P82552237",0,1466
59399,"E65402162",0,1345
59399,"M20139815",1,2282
59399,"R30465271",1,1423
59399,"Q99916078",1,523
59399,"K64342205",0,1891
59399,"J80633771",0,1810
59399,"H61735831",1,2178
59399,"T95141290",1,701
59399,"R78266172",1,883
59399,"R03603552",0,731
59399,"X58857879",1,1238
59399,"O36619220",1,13
59399,"U07636101",0,1352
59399,"Z16993362",0,752
59399,"H52771619",0,280
59399,"E15536183",1,828
59399,"S68482893",1,1034
18350,"S68826432",1,21
18350,"W62342680",1,1805
18350,"T22652172",1,936
18350,"S78586107",1,1238
18350,"U12609242",1,1289
18350,"N62340319",0,683
18350,"D36886839",0,251
18350,"A69398517",0,1723
18350,"Z91422744",1,1197
18350,"N69476630",1,686
86359,"M93491887",1,1291
86359,"O72816004",1,339
86359,"A12369265",0,1266
86359,"B46396355",0,920
86359,"J11134287",0,2102
86359,"O55318971",1,2194
86359,"H67698198",1,691
35246,"V39345297",1,705
35246,"X22800548",0,1452
35246,"R73186634",0,2061
35246,"Z80725248",0,1989
35246,"A37766693",0,2352
35246,"Q82720859",1,1207
35246,"H58961189",1,513
36744,"V95670038",0,867
36744,"E96962593",1,609
36744,"N87511422",1,999
36744,"A66152137",0,143
36744,"O82540855",0,75
36744,"Q99695173",1,2231
36744,"U92951198",1,1453
50103,"V93768194",1,1056
50103,"J78429165",1,1277
50103,"F04500554",1,1709
50103,"A95659778",0,1370
50103,"B08826573",0,58
50103,"T97732059",0,1184
50103,"N30500279",0,763
50103,"Z47099097",1,1665
50103,"Z37722177",1,1926
62972,"B43257135",0,35
62972,"W13642244",0,1517
62972,"M77106998",0,767
62972,"N32367143",1,1008
62972,"E31124675",0,244
62972,"B51394650",1,119
62972,"P30684093",1,1758
62972,"U71403023",1,670
62972,"B64857389",0,29
62972,"Q19405754",1,919
62972,"U69664881",0,38
62972,"L70561154",0,1206
62972,"N01823517",0,1446
62972,"E64145152",1,2138
62972,"P02882010",1,1262
62972,"Y13264471",0,1243
62972,"U01659976",0,1590
62972,"M46532137",1,2323
62972,"I26307360",1,1664
42436,"B76975095",1,1891
42436,"W77583182",1,701
42436,"Q09366289",0,1041
42436,"D75992592",0,1207
42436,"W84614099",1,1108
42436,"A03662850",1,880
25210,"B60087381",0,2312
25210,"W97405304",0,1349
25210,"R18456817",0,321
25210,"X49025007",1,1758
25210,"C08875426",1,1604
25210,"W64781045",1,1205
25210,"F19643211",0,647
25210,"L48316196",1,761
25210,"F74241830",0,912
25210,"V64184375",1,649
25210,"C27967230",0,1569
25210,"N33600247",0,260
25210,"I03398901",0,886
25210,"W86382962",1,2275
25210,"U09652058",1,35
46581,"W17014628",0,943
46581,"Z49357697",0,144
46581,"H74749422",0,1231
46581,"M68822046",0,1723
46581,"E22994417",0,745
46581,"F83705522",0,265
46581,"G51381843",1,220
46581,"B02187205",0,1461
46581,"B85965772",0,1370
46581,"N63596571",0,1661
46581,"N26884284",1,1765
46581,"S63646037",1,604
57435,"S22485726",0,957
57435,"Q16429259",0,1537
57435,"V32140756",0,1170
57435,"I68123709",1,636
57435,"B17892631",0,87
57435,"T44615640",0,733
57435,"V31488786",0,1789
57435,"R18893218",0,214
57435,"X28611911",0,2092
57435,"I33558527",0,1383
57435,"F33726557",0,65
57435,"H39950735",1,2148
57435,"J91022141",1,890
12507,"U45592934",0,1376
12507,"V64115187",0,2174
12507,"T56934340",0,1866
12507,"U73983243",1,1146
12507,"Y67642783",1,134
12507,"R17488000",0,1139
12507,"B61990416",1,1519
12507,"G13939677",1,1661
12507,"H18586634",0,2207
12507,"I30540658",0,83
12507,"R77046476",1,1362
12507,"P57363577",0,75
12507,"E72266441",0,460
12507,"X93039297",0,664
12507,"T99907055",0,207
12507,"Z40789427",0,344
12507,"Y94919853",1,1255
12507,"K92424444",1,1354
33396,"D12310003",0,956
33396,"D06374793",1,683
33396,"E32784856",1,248
33396,"A31489858",1,2235
33396,"D84147132",0,1037
33396,"F06202414",0,1947
33396,"L62976321",0,1325
33396,"P71891255",0,428
33396,"O61586701",0,811
33396,"P16970436",0,569
33396,"H45361818",1,1875
33396,"N23976987",1,864
20386,"R39819431",1,1379
20386,"V77635694",0,1596
20386,"L78324597",0,2172
20386,"S37972720",1,1711
20386,"G71979433",1,409
22790,"V04177656",0,629
22790,"K66697924",1,1379
22790,"U27530138",1,2062
22790,"B35632899",1,832
22790,"S91649531",1,2200
22790,"I06506368",1,1220
22790,"L01122521",0,1555
22790,"S84856663",0,2289
22790,"P68179299",0,444
22790,"E78161112",1,2071
22790,"B16307899",1,482
80591,"X35193108",0,992
80591,"C07984906",0,1945
80591,"M42752370",1,71
80591,"S61473509",0,1361
80591,"A61326314",0,982
80591,"H86181286",0,331
80591,"U01234178",0,1980
80591,"B83957705",1,717
80591,"O52250667",1,1030
18421,"F51114557",1,849
18421,"M25022149",1,2307
18421,"Q38077626",0,962
18421,"J33582287",0,1796
18421,"T67929609",0,2208
18421,"Q17150791",1,1216
18421,"T46906245",1,871
60316,"W58301002",1,1529
60316,"H98206599",1,288
60316,"A60065065",1,2174
60316,"J11378526",0,1935
60316,"B36866021",0,1894
60316,"L61417858",1,579
60316,"H73678997",1,135
60316,"E45293060",1,209
60316,"V87609941",1,85
60316,"A17678801",0,675
60316,"E58216952",0,204
60316,"L94821952",0,1745
60316,"M93458485",0,1779
60316,"P46269174",1,2095
60316,"W32022127",1,978
60316,"D50935489",1,514
60316,"K90416141",0,921
60316,"L78722283",0,1248
60316,"C81261650",1,1101
60316,"E63244832",1,2197
44907,"K37553792",0,833
44907,"Y77238460",0,1870
44907,"B02586770",0,465
44907,"R17295028",0,671
44907,"Q99582228",1,274
44907,"U62856788",0,489
44907,"S30683100",1,233
44907,"Q62449112",0,2203
44907,"V47631365",0,2078
44907,"V89184104",1,1312
44907,"E80755490",1,1952
84868,"Q08460163",0,1368
84868,"A61204859",0,852
84868,"P30736844",0,1919
84868,"A67555713",0,71
84868,"I39387628",1,385
84868,"K35452529",0,958
84868,"B21673773",1,771
84868,"T64203135",0,293
84868,"Y15869818",0,560
84868,"Q69689303",0,1827
84868,"G51853168",0,565
84868,"N53960072",0,1544
84868,"G57295764",1,2283
84868,"S10466076",1,2348
42921,"V38073087",0,381
42921,"Q53933217",1,1644
42921,"P50107715",1,1862
42921,"B47445617",1,1218
42921,"G11573257",1,266
42921,"L12175238",1,111
42921,"F00070587",0,1522
42921,"O68697331",0,2006
42921,"W99775576",1,874
42921,"T67633787",1,1732
38340,"W74071891",1,1428
38340,"V49598408",1,2156
38340,"E33591332",0,1903
38340,"O26539751",1,1944
38340,"S24709426",1,1229
38340,"E95610914",1,936
38340,"J24144837",0,198
38340,"X14486572",1,1110
38340,"N65435205",1,1718
38340,"Y70009681",0,2301
38340,"I12457562",0,1230
38340,"Y41114654",1,105
38340,"Y19795587",0,1205
38340,"K82595868",0,1741
38340,"Y23238702",1,74
38340,"A23023352",1,247
26935,"N87053753",1,321
26935,"C38465278",0,1267
26935,"T74874923",0,2019
26935,"H04302650",1,459
26935,"L63397262",1,946
30756,"I34686733",0,1410
30756,"A82682890",1,2315
30756,"Y08643958",1,1125
30756,"Y68705361",0,445
30756,"B89760291",1,2108
30756,"I21032745",0,2145
30756,"D74599973",1,774
30756,"S64795729",1,1217
30756,"L85405091",1,1494
30756,"Z78917889",0,738
30756,"E38062297",1,1138
30756,"Z92810874",0,1592
30756,"J94216938",0,1543
30756,"R09851304",0,1054
30756,"M82313253",1,989
30756,"E31397715",1,770
81608,"S25656288",0,408
81608,"J52656610",0,1882
81608,"G96837511",0,473
81608,"N90703620",0,861
81608,"T61530942",1,1028
81608,"D08651885",1,1474
50024,"B33126638",0,1199
50024,"N14062330",0,1444
50024,"J46760370",1,615
50024,"E86763494",1,496
50024,"X30259310",0,1488
50024,"O05098369",1,811
50024,"G05471058",1,1985
50024,"V91606263",0,966
50024,"X99867034",0,81
50024,"G97196623",1,263
50024,"K17595029",1,807
88239,"C92341492",1,1654
88239,"I08494505",0,1337
88239,"S20827260",1,2268
88239,"K79670244",0,1734
88239,"I01491157",0,489
88239,"D47499973",1,2069
88239,"R17034576",1,2103
88239,"Z15341172",1,625
88239,"F30786585",1,1125
88239,"T79827527",1,272
88239,"B31731242",1,1733
88239,"G76311877",1,2245
88239,"R88030338",0,1375
88239,"T59071782",0,1536
88239,"G74295098",0,647
88239,"E97752369",0,595
88239,"F66491178",0,776
88239,"W72590209",1,1482
88239,"Q03164990",1,546
71097,"A20447303",0,326
71097,"E95167306",1,332
71097,"X85703566",0,1889
71097,"G40427292",0,1257
71097,"N12230483",1,496
71097,"M31992652",1,1016
71097,"J16124540",1,1535
71097,"X65204256",1,1936
71097,"P39435472",1,1716
71097,"U34889219",1,1325
71097,"M87852162",0,1667
71097,"X19933371",0,891
71097,"X47143629",1,543
71097,"F99611716",1,2310
37710,"J83067331",1,1452
37710,"L40002347",0,2321
37710,"K62257483",0,908
37710,"G10002591",1,23
37710,"F85241743",1,993
37710,"L30171912",0,2190
37710,"U77787389",1,1183
37710,"D91237648",1,906
37710,"L24349964",1,939
37710,"O38759015",1,1342
37710,"Y76482095",1,2286
37710,"F59411527",0,330
37710,"Y34693719",0,2000
37710,"Z34295292",1,794
37710,"X87287518",1,1555
23557,"S80181679",0,2271
23557,"R90257320",1,2328
23557,"P69798028",1,298
23557,"Q62674704",0,429
23557,"K90051097",1,1223
23557,"J19748293",1,2346
23557,"I34565380",1,2028
23557,"W49917473",0,1395
23557,"O23947538",0,401
23557,"R49494425",0,1643
23557,"I79479707",1,2335
23557,"U79265152",1,1639
51136,"H99626828",1,1384
51136,"K50924336",1,649
51136,"R36826473",1,648
51136,"H15640118",0,1588
51136,"J19029903",1,1518
51136,"T31563689",1,132
51136,"E48159828",0,2026
51136,"H57361348",0,2243
51136,"E33170037",0,114
51136,"I27577465",0,972
51136,"B83436789",0,934
51136,"M76300743",0,353
51136,"L92622227",0,1376
51136,"C31693956",1,2167
51136,"R15265398",1,662
30044,"U16575149",1,987
30044,"B67818211",0,711
30044,"N18175494",1,2100
30044,"Y01341816",0,1390
30044,"L25813368",0,1829
30044,"U31238071",0,1030
30044,"J49947572",0,176
30044,"K39761921",1,452
30044,"G64356228",1,1363
30044,"J80765435",0,1547
30044,"W23281888",1,2142
30044,"F40116402",0,1272
30044,"N92914132",1,1660
30044,"H09735657",0,474
30044,"S85499876",0,1870
30044,"I23804989",1,1629
30044,"T75172643",1,883
76199,"Q21004500",1,1690
76199,"U96776258",1,1156
76199,"A28763184",0,1821
76199,"V01266653",1,718
76199,"A89394741",1,2142
76199,"G58933399",1,1601
76199,"F88298630",1,897
76199,"G65636439",1,763
76199,"B43286688",0,2165
76199,"U19780398",0,1670
76199,"D79966293",0,1006
76199,"P52205776",1,463
76199,"W38808190",1,2134
83714,"K49533227",1,2002
83714,"U19603207",0,2216
83714,"Q49636134",0,1107
83714,"R68742422",1,805
83714,"M55604090",1,1339
89753,"Q40621451",0,1127
89753,"D29732355",1,224
89753,"W06153989",0,667
89753,"G41350811",1,1579
89753,"Q78107508",0,914
89753,"Z45870982",1,1620
89753,"O08408211",0,2148
89753,"E37313891",1,676
89753,"A15527096",0,1984
89753,"M20229886",0,1148
89753,"G10594207",0,336
89753,"E48613693",1,825
89753,"C34875426",1,1726
61803,"F60259953",0,1574
61803,"C04910815",0,1421
61803,"F37722011",0,1532
61803,"W08696657",0,211
61803,"P15653886",1,742
61803,"X39413270",1,1731
10517,"Y42112724",0,1731
10517,"S93706042",0,165
10517,"Q38460050",1,1663
10517,"S07481895",1,1665
10517,"P61122395",0,1235
10517,"Z64825372",0,948
10517,"Y47669752",0,1004
10517,"P28189804",1,625
10517,"V25177630",1,902
86836,"O83778515",0,1097
86836,"U59947408",1,577
86836,"P74903397",1,393
86836,"O26625755",0,2031
86836,"I37039888",1,2235
86836,"B47594212",0,30
86836,"Y70789413",1,800
86836,"K36123074",0,1719
86836,"E23244366",0,891
86836,"P03609704",1,1394
86836,"P18330530",0,2049
86836,"E69299044",1,1885
86836,"P26417089",1,1798
86836,"B47865928",0,430
86836,"E50606863",0,570
86836,"R20124087",0,17
86836,"V56039575",1,992
86836,"B08185961",1,550
29120,"A27103771",0,98
29120,"T51571507",0,2086
29120,"M25692275",0,1739
29120,"D23075874",1,1340
29120,"S55056374",0,1505
29120,"M51715609",0,1699
29120,"Q09951896",0,1204
29120,"I77251401",1,2281
29120,"P62361215",1,1677
29120,"A50847749",1,792
29120,"D81284150",0,1339
29120,"R41211177",0,1677
29120,"D03071337",1,1287
29120,"B85890676",1,897
47114,"S80046000",0,142
47114,"L58801938",0,407
47114,"J93466083",0,2021
47114,"B30074248",1,932
47114,"A94537426",0,1484
47114,"G43876173",0,183
47114,"W97595336",1,303
47114,"N73385154",0,1457
47114,"E94362535",0,200
47114,"D94308797",1,1163
47114,"G40645871",1,910
76468,"A11418658",1,1643
76468,"Z94508495",1,629
76468,"Q41020327",0,1864
76468,"H94797972",0,1901
76468,"A80388388",1,1654
76468,"R05923295",1,1839
77799,"N16030350",0,1560
77799,"K16955652",0,1763
77799,"K17804492",0,1794
77799,"L82657361",1,934
77799,"N15417177",1,2148
12110,"Q18138095",0,710
12110,"M72245439",0,1522
12110,"C98057757",0,845
12110,"X14686067",0,1807
12110,"H41244625",0,2106
12110,"Y47297577",1,1316
